,id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
1822,1823,39,-1,0,6998,'critical/other existing credit',11,4,2,0.3124026357529063,0.3685108787350683,0.5118122981371409,0.1897647828066196,0.8429965005971825,0.9520421509595156,1.318299920388776,0.8362026731963499,1.4083665473104316,0.5341472281931726,yes,own,1,'unskilled resident',1,none,none,none,'male single','life insurance','new car',4,'<100'
800,801,23,0,1,960,'existing paid',12,4,1,0.548406721963715,0.3393542819572696,0.8805197873726888,0.7007618710829451,0.6561717033154978,0.748360862212928,0.8682718048474278,0.5019536601638459,1.230327875058619,0.4258165984492646,yes,own,4,skilled,1,none,none,none,'male mar/wid',car,'new car',2,'no known savings'
1603,1604,40,200,0,3936,'critical/other existing credit',18,-1,3,0.4695794402437475,0.6654954260291819,1.4387460613733234,0.5324614967887986,0.941658014476274,0.9991764565278451,1.0233120064400851,1.5048450552387873,0.6866608193502423,0.7265798422291676,yes,own,3,'unemp/unskilled non res',2,none,none,yes,'male mar/wid',car,business,3,'<100'
160,161,41,200,0,6290,'critical/other existing credit',18,10,1,0.1615464926461708,0.3986280182045412,0.5436101620369712,0.5602573912087544,0.4521621520586265,0.8862021915083768,0.4622524172634303,1.4852071992432974,1.1995962375506215,0.9621882888100626,yes,own,2,skilled,1,none,none,yes,'male single','no known property',furniture/equipment,1,'<100'
956,957,54,-1,0,3702,'existing paid',15,10,1,0.256953206652862,0.5172281258507558,1.2392352882539963,0.7507058577639275,1.1737999706344682,1.0480685575983535,1.153920716944305,1.0765897222391967,0.5133032290592205,0.1460325395075842,yes,rent,4,'high qualif/self emp/mgmt',1,none,bank,yes,'female div/dep/mar',car,radio/tv,2,'<100'
1186,1187,44,0,1,3193,'critical/other existing credit',6,4,1,0.8127011877461716,0.7808119176946344,0.3943435450024375,1.1029792662140885,1.1354035290511924,1.2050649487102534,1.153931029240206,0.856365814128057,0.5572122253240959,0.4398699918577351,yes,rent,1,'high qualif/self emp/mgmt',1,none,none,yes,'male div/sep','real estate',furniture/equipment,4,'<100'
821,822,29,-1,0,1495,'critical/other existing credit',12,4,2,0.3241252490892827,0.6047682229217625,1.2879356407407987,0.5207989115393545,1.357124399024216,0.849099358536733,1.432244917815305,1.0127384659204552,0.6408400820890323,0.3219786719386293,yes,own,4,'high qualif/self emp/mgmt',1,guarantor,none,yes,'female div/dep/mar','real estate',business,2,'<100'
1681,1682,57,200,1,2022,'delayed previously',36,10,2,0.5413414316572965,0.7085838633889118,0.9912245234397626,1.4235771047374983,0.6141368460741066,1.6330823047113718,0.7050242744833494,1.3090637546911703,0.9024781132425402,0.4955922297462538,yes,'for free',4,skilled,1,none,bank,yes,'male single','no known property','new car',4,'<100'
877,878,49,200,0,3402,'critical/other existing credit',12,1,2,0.352111821779217,0.8181749518522072,0.7477489168247899,1.2063299461724624,0.9820344788304473,0.6519143788414874,0.8868772883279596,1.3174784304113076,1.5277863102053746,0.5649106464789697,yes,own,1,'unskilled resident',2,none,bank,none,'male single','real estate','new car',3,'<100'
913,914,43,200,1,4168,'existing paid',24,7,1,0.5034350129990113,0.0,1.4041138302591178,0.7162700093136473,1.3267356082286652,0.686878857608257,1.228188222851529,1.0132003500484057,1.1370973364219414,0.5180417227927943,yes,own,3,skilled,1,none,none,yes,'male div/sep',car,furniture/equipment,3,'<100'
152,153,38,0,0,2119,'critical/other existing credit',12,4,2,0.5747293696061032,0.7551694657843819,0.7381331112009727,0.8514345405567934,0.7393267316001156,0.8013365991693688,1.3889640029353425,1.4437385804738052,1.499088104900811,0.438295855491875,no,own,4,'unskilled resident',1,none,bank,none,'male single','life insurance','new car',4,'<100'
1870,1871,36,-1,0,832,'critical/other existing credit',18,4,2,0.3757588205260691,0.5946478396321403,0.6944218739863741,0.9712638015995326,0.4450144338997875,1.4304902456124204,0.6506011200183933,0.6558808559639,0.8952671949013794,0.4117692473551209,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','real estate','new car',3,'<100'
1776,1777,28,400,0,2959,'existing paid',21,4,1,0.0921254360835503,0.7565074847954324,1.5175867981966165,1.1781618865241006,0.8667402332310676,1.0668861269503045,1.5305127718936171,1.073948824067861,1.4124576701799316,0.7374953412149367,yes,own,1,'high qualif/self emp/mgmt',1,none,bank,yes,'female div/dep/mar',car,'new car',1,'100<=X<500'
509,510,45,0,0,250,'all paid',12,10,1,0.3319783005377835,0.3700342665808751,0.6449388290581324,0.6205255042740387,0.5831918959659828,1.0907133827055089,0.4539409059753231,1.4775934766246976,1.2616085639372,0.2364338866607626,yes,own,4,'unskilled resident',1,none,bank,none,'male mar/wid',car,retraining,1,'<100'
1135,1136,40,-1,0,948,'existing paid',10,7,1,0.5677774722810627,0.4081627271883217,0.5641290639351797,1.1996187281789512,0.6072109820124723,0.5807391132732621,0.4275071994925022,1.4459752600554627,0.5723892057709584,0.6043905283356256,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar','life insurance',retraining,3,'no known savings'
1250,1251,57,-1,0,1397,'critical/other existing credit',11,-1,3,0.2606039615533925,0.6834286867264119,1.418879031735511,0.8822954396081352,0.9995946074699432,0.5478541401008656,1.0075511110541449,1.2493456217003844,0.7793784255947773,0.6235076115040374,yes,own,4,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate',radio/tv,4,'100<=X<500'
1683,1684,28,0,0,2761,'existing paid',21,1,1,0.4864949887528593,0.5932257999267768,1.1408930910644797,0.603713967393293,0.5948474585743407,1.043829459483744,1.5064037435564828,0.9365298004334938,1.4384853568592249,0.6553249186605377,yes,rent,4,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar','life insurance',radio/tv,4,'<100'
103,104,31,400,0,3382,'critical/other existing credit',24,4,2,0.7045658952992333,0.6764782500435998,0.8715402690190417,0.8879808487347045,0.8591699522800275,1.080431537884051,1.3295188543499403,0.736259409478997,0.7390209972456228,0.5518042395224865,yes,own,3,skilled,1,none,none,yes,'male single',car,radio/tv,2,'no known savings'
1445,1446,37,-1,0,12708,'delayed previously',48,7,1,0.3916505334463671,0.6230336855258652,1.2606048031976491,1.07112894998555,0.79249826656628,0.8827562483682787,0.6843186222031085,1.134190773745245,0.8993392061380916,0.4557815089866959,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,radio/tv,1,'500<=X<1000'
1443,1444,39,0,0,1972,'critical/other existing credit',12,4,2,0.2022979215116403,0.6053886754347347,0.8527252805742002,0.5246078311952642,0.5357004967191303,1.0178891193197726,1.024138564518096,0.923859137828916,1.124921543193886,0.5762971692628096,no,rent,3,'unskilled resident',2,none,none,none,'male single','real estate','new car',2,'<100'
586,587,55,0,0,2638,'existing paid',12,-1,1,0.2713279406166358,0.6799971609500609,1.5315498551716398,1.131490148988282,1.2215835006489093,0.7448089233091616,0.9875809710865516,1.654821153549893,0.9571690338944672,0.5712115904576913,yes,'for free',3,'high qualif/self emp/mgmt',1,none,none,none,'female div/dep/mar','no known property',furniture/equipment,4,'<100'
1768,1769,50,-1,0,3929,'critical/other existing credit',24,4,1,0.6111900748090969,0.5841251374335864,0.7851311590858345,1.2666658957459682,0.5194604651773893,1.4785459564959007,1.1409478136166191,1.3372286770063906,1.4042281050220449,0.6412693527703204,yes,own,4,skilled,1,none,none,yes,'male single','real estate',furniture/equipment,4,'>=1000'
1143,1144,35,200,0,6964,'existing paid',36,4,1,0.5127894369162519,0.6075056114207134,1.499856416700447,0.6374561224347977,0.6912033738459686,0.4919847275728282,1.416179628910182,0.8891545632715523,1.580440502322849,0.4494561900176049,yes,rent,2,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',2,'<100'
53,54,25,0,0,1410,'critical/other existing credit',15,4,2,0.5685740986142579,0.5874973900338346,0.5683569038011387,0.7317411325235981,1.160446591048579,0.4192343294883819,0.6447354427338455,0.970963372842818,0.6360851945342687,0.5310264879466239,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,3,'<100'
151,152,42,400,0,333,'all paid',12,4,2,0.2088240867769268,0.6302282290519319,0.8968651519970918,1.113308759985588,0.6971460155405249,0.9942518019372484,1.3982366353949534,1.5108289089532398,1.2170022360454196,0.760071724755505,yes,rent,3,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,3,'>=1000'
403,404,50,200,0,1505,'critical/other existing credit',15,10,2,0.3750051515864888,0.653892975613492,1.668126572254503,1.1964134559052122,0.8597443563672644,0.7859438641771074,1.505180421356254,0.736690188855633,1.4861573368471173,0.6142027609049494,yes,own,4,skilled,1,guarantor,none,yes,'male single','real estate',radio/tv,4,'no known savings'
1942,1943,57,400,0,1648,'existing paid',24,4,1,0.3653382464994372,0.5388106056163915,1.5760905598773305,1.1115615449298142,1.4790321999248723,0.7316573725976021,0.998742729512758,0.9415934368821608,0.653989938164507,0.4521023556116385,yes,own,3,'unskilled resident',1,none,none,none,'female div/dep/mar',car,radio/tv,3,'500<=X<1000'
207,208,19,200,0,1040,'existing paid',12,1,1,0.4858010612865843,0.5182332961693593,1.0437764012727364,1.4415450996737345,0.3560930109217413,0.6214072251053177,1.412759676327576,0.6471985774156137,0.7103786192574022,0.5960807852660398,yes,rent,1,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,4,'>=1000'
1894,1895,27,400,0,1069,'critical/other existing credit',10,7,2,0.4280381418358395,0.5504034990769814,0.5368782530782839,0.6799242779251929,1.3273832876557317,0.79617593820005,1.2757871487865624,0.7264755777784915,0.9419973232901124,0.3526904774761159,yes,own,4,skilled,1,none,none,yes,'male single','life insurance',radio/tv,2,'no known savings'
1122,1123,27,-1,0,8519,'delayed previously',27,4,2,0.5568236569932765,0.530037399085676,1.458477882088586,1.1939610481435006,1.284848066230306,1.235634907191239,0.8058160838147924,0.6845718229031104,0.638223464444224,0.6170123152021789,yes,own,2,skilled,1,none,none,none,'male single',car,'used car',2,'>=1000'
1890,1891,66,400,0,1846,'critical/other existing credit',12,-1,3,0.3131185831512719,0.5602159126102992,1.732291549261426,1.271014381425284,1.0293486546129555,0.8041444893310996,1.0513755773575526,0.5796777921679185,1.1305888662559205,0.4275296182403005,yes,'for free',2,'unemp/unskilled non res',1,none,bank,none,'male single','no known property','new car',4,'500<=X<1000'
8,9,21,-1,0,1805,'existing paid',6,4,1,0.6017773784871936,0.4676857846754246,1.1093127619832877,1.2428051566299072,1.206597357259525,0.9758469474545456,1.2551875410030129,1.52765131392246,1.352436396554801,0.6103635107084172,yes,rent,1,skilled,1,none,none,none,'male mar/wid','life insurance',furniture/equipment,2,'<100'
1014,1015,40,-1,0,2764,'existing paid',22,10,1,0.9123538944860012,0.5070336422556915,1.4983116399738754,1.075966528538405,1.583505801229939,1.0467089771744191,1.228828684783227,0.5995204067978827,1.4030493332213885,0.5089040020392203,yes,own,3,skilled,1,none,none,none,'male single',car,radio/tv,4,'500<=X<1000'
1906,1907,24,0,1,9066,'existing paid',36,7,1,0.4038871659710745,0.5426139956593155,1.221757032574924,1.5651387393402565,1.2319225921345305,1.4399811517825825,0.8913440616296414,0.6168629846729039,0.6614089993174763,0.5140893803009267,yes,own,2,skilled,1,none,none,yes,'male single',car,'new car',1,'<100'
1060,1061,25,200,1,1296,'existing paid',24,1,1,0.458117263038587,0.5100600971105808,1.396405613200593,1.098052017077536,1.4013196785499171,0.6556144271700156,1.285423953011959,0.6545276400117669,1.270495538367308,0.6804674334862513,yes,own,3,'unskilled resident',1,none,none,yes,'female div/dep/mar',car,'new car',4,'<100'
452,453,35,200,0,1176,'existing paid',14,10,1,0.4698499281665373,0.5371729033551478,0.9032214316382948,0.7192108079353898,1.31155433150678,0.9175880306641312,1.348165711309925,1.0289314567978671,0.3862132779571669,0.5468222894277857,yes,own,1,skilled,1,none,none,yes,'male mar/wid','real estate',business,2,'500<=X<1000'
253,254,26,200,0,2047,'existing paid',30,4,1,0.2104910993694036,0.6191445798375382,0.7754735822157538,1.591034986225337,1.0336187079602033,1.5617437989990035,0.4651976710354284,1.0051381711225218,0.9996875576000178,0.4283718322820505,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,1,'no known savings'
1327,1328,48,200,0,1630,'critical/other existing credit',24,10,2,0.7046824856938295,0.5195938033369252,0.5274912787133238,0.867986209606908,1.1306921122015288,1.1178483006544335,1.2902981315544624,1.1602587683378771,0.6361921355068825,0.5483658077526614,yes,own,4,'unskilled resident',1,none,none,none,'male single','life insurance',radio/tv,2,'<100'
896,897,39,200,1,11838,'critical/other existing credit',24,4,2,0.6393474671954522,0.324939371525918,0.4509592803436704,1.5349246060713102,1.289256936534536,1.207392337394427,0.7708963643937832,0.4759636166663,0.9024544480104226,0.329999827638713,yes,own,2,'high qualif/self emp/mgmt',2,'co applicant',none,yes,'male single',car,other,3,'<100'
1733,1734,31,-1,1,3624,'existing paid',24,10,2,0.4781268161197696,0.680904393169457,0.6552229083399395,1.0295316701810024,0.758817231999248,0.6775468167995227,1.1231783091612224,1.4222057086652429,0.528627168131475,0.345708338083689,yes,own,2,skilled,1,none,none,none,'male single',car,radio/tv,4,'100<=X<500'
880,881,26,-1,1,1308,'existing paid',12,4,1,0.6158292375131943,0.5105396397149062,0.5998216663083471,1.242063861284969,0.6978277994369253,1.1821738681170044,0.5499065342751281,0.5659090584752465,0.9191569507429668,0.4718459775952337,yes,own,2,skilled,1,none,none,none,'female div/dep/mar','life insurance','new car',2,'500<=X<1000'
1595,1596,28,-1,0,1759,'critical/other existing credit',18,4,2,0.5379617193885753,0.5621471459675158,0.8027053864343325,0.827920194686363,1.104252486912158,0.961567087175448,0.7594853849293306,1.588553366347032,1.3595097926860742,0.2953058762952405,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','no known property',furniture/equipment,2,'<100'
1888,1889,25,200,1,4531,'critical/other existing credit',24,1,1,0.6818677697090476,0.761290317444051,0.5393665554535229,0.7096345875450119,0.9098495728998977,0.9455474944877696,1.3221216515844525,1.1047221044782087,1.478808794362808,0.6567612685602211,yes,own,2,'unskilled resident',1,none,bank,none,'female div/dep/mar',car,furniture/equipment,4,'<100'
623,624,24,-1,0,2692,'existing paid',39,4,1,0.5124619245461609,0.5692857991932949,1.1892566600033452,1.3401184240938788,1.327232255169603,0.7037865996803722,0.7011334052889776,0.8735448069493643,0.5491873692762981,0.4864614863928107,yes,own,4,skilled,1,none,none,none,'male single',car,'used car',4,'500<=X<1000'
345,346,34,200,1,1697,'critical/other existing credit',9,10,2,0.4352439218820631,0.4243023351132716,1.364632177024554,1.417325516846014,0.8231458985381747,1.3965012915758108,0.6949719294325397,0.6793643606934225,1.1818009800274083,0.4265157456094504,yes,own,2,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar',car,education,3,'<100'
1702,1703,30,200,0,4646,'existing paid',36,1,1,0.2924543200744803,0.5203387999283616,1.492013068654288,1.5110480049672508,1.5901340625652,1.031533003736575,0.957486651254698,0.8645127246872605,0.9690404380469134,0.4685112255025198,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar','no known property',radio/tv,1,'<100'
262,263,35,-1,0,1026,'critical/other existing credit',12,10,2,0.0960975093376865,0.543307684237562,1.281907904737973,1.2404066338490094,0.7206876991700069,0.7992569641474634,1.1753471996831926,0.5900643186780661,0.6845511030674025,0.0909115101582018,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,4,'no known savings'
1634,1635,25,0,1,2112,'existing paid',18,4,2,0.2873911039859139,0.6871273700223186,0.6472221282124953,1.5272951644586683,1.5012722502824505,1.531164236753897,1.194252747922476,0.7243491196872603,0.5783691921419195,0.2058953217589194,yes,rent,4,skilled,1,none,bank,none,'female div/dep/mar',car,radio/tv,4,'<100'
1321,1322,19,-1,1,1662,'existing paid',9,1,2,0.559270646788598,0.397616625457475,1.0550821541944837,0.5997819087882602,0.7256085930745846,1.5647721017947382,1.162783636692268,0.7871384429391779,1.2546532078523005,0.4566701537822896,yes,rent,2,skilled,1,'co applicant',none,none,'female div/dep/mar',car,furniture/equipment,2,'<100'
1438,1439,44,400,0,1791,'existing paid',12,4,1,0.3319291827017613,0.569064383494276,1.1034279256284811,1.292574026633182,0.9598686173277218,0.9050749112977496,0.935328045306342,1.4696678566493906,0.6814410447882789,0.4386316328294686,yes,rent,2,'unskilled resident',1,none,none,yes,'female div/dep/mar',car,radio/tv,2,'<100'
150,151,26,-1,0,4362,'critical/other existing credit',30,7,1,0.3486798857283159,0.5198546125384813,0.4729593692951362,1.4090395881357891,0.942996918498776,1.5604578005623857,1.4293240469379769,0.5704900189531018,0.7051241965212907,0.83163608145991,yes,rent,4,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar',car,radio/tv,4,'<100'
472,473,43,-1,0,7162,'existing paid',24,4,1,0.810274664452872,0.6369374632264614,1.7035542038215907,1.3601375066241828,1.5996180491907248,1.3331551823598329,0.8498786300697809,1.422039249260722,0.957231986299952,0.7383631303967895,yes,own,1,'unskilled resident',2,none,none,none,'male single','life insurance','new car',4,'<100'
640,641,25,0,0,3648,'existing paid',18,7,1,0.4608980314197178,0.7390389627725266,1.0527381670116496,0.9495787435843324,0.9373288764392728,0.5738249279845711,0.3956951483203765,0.8182297509851302,0.4622214818105394,0.8407547707902197,yes,own,4,skilled,1,guarantor,none,none,'female div/dep/mar','real estate',radio/tv,1,'<100'
1982,1983,22,0,1,2580,'existing paid',18,4,1,0.5246003841526311,0.5012964215571479,1.4026383122266288,1.4890735112057911,0.8548737596273994,1.02253952872522,0.9870771357339658,1.3059039809449902,1.1458926843110069,0.2798032554213034,yes,own,2,skilled,1,none,none,none,'male single',car,furniture/equipment,2,'<100'
1882,1883,35,-1,0,2475,'existing paid',24,10,1,0.5236571369352022,0.4787990623981594,1.1420841428951864,1.0757237075657269,1.3773512521402085,1.1981408703968175,0.9834954595465044,0.7583152473372162,0.699715334947276,0.4895840450553388,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',4,'<100'
550,551,64,-1,0,1745,'existing paid',10,4,1,0.563541545990591,0.6451097983011185,1.28273347945873,1.1518206667242148,0.958862204863156,0.6019654631175202,0.7933269794177458,0.9195232352711388,0.6696629693173809,0.4428175365477963,yes,own,2,skilled,1,none,none,yes,'female div/dep/mar',car,'new car',4,'<100'
1779,1780,37,-1,0,1378,'critical/other existing credit',24,10,2,0.3402611035704138,0.555025390271106,1.299204372427046,0.8961651823933707,1.2848182899536986,0.9828805508290036,1.2798312854584348,0.5307749953772498,1.6238240396269874,0.3543595070458141,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar','real estate','new car',4,'>=1000'
928,929,28,-1,0,3849,'existing paid',36,10,1,0.2316157964491029,0.6104811981354606,0.8673913546016259,0.9464714235663696,1.6057010442925133,1.6095135564241434,0.6624332854997947,1.0731100260633548,0.5275802615127638,0.4992502827605556,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,2,'<100'
488,489,24,0,1,9286,'existing paid',36,7,1,0.4827426493575424,0.4683553513655054,0.5567505809348212,1.2073491068388222,1.296236197287249,0.6441178671091778,1.3681026933834746,0.8620436364702871,1.1107654851475042,0.4938953868422312,yes,own,2,skilled,1,none,none,yes,'male single',car,'new car',1,'<100'
1811,1812,36,0,0,1631,'existing paid',15,1,1,0.3306789807697993,0.5558777987623253,1.8186337295964357,1.0627247145184735,0.3904308899087174,0.9991551612236824,1.571540616132561,1.1141582928905205,1.0158381079184449,0.5207380037657402,yes,own,2,skilled,1,none,none,none,'male single','real estate','new car',3,'<100'
1171,1172,65,0,0,796,'critical/other existing credit',21,10,2,0.6529449165678523,0.6141948896192854,0.9475437365875122,1.4362295861390275,0.9888697474275888,0.5354310165158602,1.3170033996394854,0.6016131002634516,1.381814802023525,0.631167377441302,yes,own,4,skilled,1,none,none,none,'male single','real estate','new car',4,'<100'
146,147,21,-1,0,10218,'existing paid',60,7,1,0.35605556186197,0.6256271693540171,1.2744465076165516,1.4122928468938645,0.686465438133887,1.1195864927354235,1.0453400942264337,1.435104170201324,0.7959283232672004,0.3844709436131547,yes,own,2,skilled,1,none,none,yes,'female div/dep/mar','real estate',radio/tv,4,'100<=X<500'
1704,1705,24,0,1,1226,'existing paid',15,4,1,0.500655874611838,0.4358241130270293,0.7958266234988115,0.6099435110744434,0.9822599501780772,1.4127659903918712,1.5241481935122536,0.9360000694891594,0.6245276830659077,0.3698871589762362,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar',car,'domestic appliance',2,'no known savings'
1928,1929,20,-1,0,1540,'existing paid',9,10,1,0.4218782399159241,0.6079315213247687,0.4654923173536989,0.956440183340562,1.469010464023592,0.913492549444302,1.2209946138972845,1.42642498372311,1.0704764043171235,0.6984826158816881,yes,own,1,skilled,1,none,none,none,'male single',car,furniture/equipment,4,'<100'
402,403,42,-1,0,1530,'critical/other existing credit',4,7,3,0.5384435690002304,0.5391264069636045,1.3127670847446793,0.7969989255417591,0.8292913714860888,1.3046853347895326,1.3978403027401065,0.8138493651023472,0.4493930971207178,0.611956638912905,yes,own,2,'unskilled resident',2,none,none,none,'male single','real estate',radio/tv,1,'<100'
954,955,41,200,1,1056,'existing paid',12,10,1,0.1952962789822146,0.5223210632092028,0.7451445348858592,0.6349573662877857,1.0375211303890488,0.7659762964944299,0.4744976593266996,0.6323214038175626,1.203152855875364,0.1336508327574264,yes,own,4,'unskilled resident',2,none,bank,none,'male single',car,'new car',4,'<100'
1877,1878,31,0,1,2079,'existing paid',36,4,1,0.6627105387389808,0.4338011814852001,0.6753140007412789,0.9190857033118548,1.3716658478964656,1.0457115706319071,1.3239103213299703,1.3724715037319064,0.4670766451386975,0.4922865967690608,yes,rent,4,skilled,1,none,none,none,'male div/sep',car,radio/tv,4,'<100'
659,660,22,200,0,1618,'existing paid',12,4,1,0.344794596829272,0.5334520243352914,1.1001023490572477,0.8722429905911625,0.4460829642334392,1.4685758420993404,0.6746402745740712,0.9769053997397608,1.5045524272331068,0.7628793391486515,yes,own,1,skilled,1,none,none,yes,'female div/dep/mar',car,radio/tv,1,'<100'
1372,1373,22,200,0,2156,'existing paid',12,4,1,0.5450044758940754,0.4829142452764619,0.9043105745048818,0.4832981268009735,1.3357326338599886,0.6728765427295346,1.5392340157330475,0.9517172608929552,0.8943682823499213,0.7557096518991215,yes,own,1,skilled,1,none,none,yes,'female div/dep/mar',car,radio/tv,1,'<100'
463,464,37,400,1,2091,'existing paid',18,4,1,0.3771998280938001,0.8269272689699664,0.6545248983228791,0.6317414871472076,1.0205049030786029,1.0268706084243715,1.438029850790476,1.0027229527726362,1.5016989925276096,0.2319172067026695,yes,own,4,skilled,1,'co applicant',stores,none,'male single','real estate',radio/tv,2,'<100'
1349,1350,42,200,1,3468,'no credits/all paid',36,4,1,0.4877770495992948,0.4396952747120723,1.629618874606268,1.418800602283882,1.2716722415238166,1.4190434093040187,1.0844816457406856,0.7480497873343922,0.8764139550310804,0.3283276177677352,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar',car,radio/tv,1,'<100'
186,187,36,0,0,2756,'critical/other existing credit',9,4,2,0.5239698907769492,0.4926113040083543,0.8964491725357918,1.1188561297441466,0.339086846786238,1.1236246074482508,0.7123979513918124,1.1456843584615248,0.3860878525831988,0.6449607544412379,yes,rent,2,skilled,2,none,none,none,'male single','real estate','new car',2,'<100'
1147,1148,32,-1,0,250,'critical/other existing credit',18,10,2,0.4379154901726527,0.6005362423881973,0.6104149133707604,1.1375673906239538,1.0137036540060071,1.1777951700802751,0.7726686262415605,1.173243835862574,1.4672342080415302,0.2837656774477375,yes,own,4,'high qualif/self emp/mgmt',1,none,bank,yes,'male single','life insurance',radio/tv,3,'500<=X<1000'
1224,1225,66,400,1,2162,'delayed previously',30,10,1,0.6480314546186865,0.4961741361367829,0.8602649125732359,1.2878965575626682,1.306039769328701,1.0904740810143376,0.9221313825038202,1.025802138366856,1.0043171579166166,0.3746757312552682,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single','real estate',business,4,'<100'
608,609,58,0,1,6100,'critical/other existing credit',48,10,2,0.7000394254681983,0.1808587005444468,0.7258995455059765,1.4969850115317342,0.5353671227087391,0.9146859274079668,1.3758140135560042,1.3166317890070902,0.8943949648036433,0.3484872738240141,yes,'for free',4,'unskilled resident',1,none,stores,none,'female div/dep/mar','no known property','used car',4,'<100'
143,144,47,-1,0,3308,'existing paid',18,10,3,0.5042971210113354,0.5553223545961322,1.3997420792027504,0.7095923345105765,1.1956380090509384,1.2557376980737045,1.177227354894783,0.6838255515073908,0.8652581851505403,0.658622115328336,yes,own,4,skilled,2,none,bank,yes,'male single','life insurance',furniture/equipment,4,'<100'
751,752,52,-1,0,331,'critical/other existing credit',6,4,2,0.5889127550197096,0.6153236826240646,0.6685097584588922,0.8916559903636654,0.662070455783038,1.2155668102691366,0.567926221305573,0.9625129474754816,1.1567408844622775,0.9486153633660948,yes,own,4,'unskilled resident',1,none,none,none,'female div/dep/mar',car,'new car',4,'100<=X<500'
1534,1535,32,-1,0,2665,'existing paid',9,4,1,0.5378400059553999,0.6004932807690953,1.4629426678563158,1.4680103726352998,0.8955150499214957,0.7620307745949382,0.4087861340223341,1.0154931270728869,1.515271844091945,0.5559442712135207,yes,own,1,skilled,2,none,none,none,'male single','real estate',radio/tv,2,'<100'
981,982,25,-1,0,2285,'critical/other existing credit',18,4,2,0.4390605900424701,0.7850299915073617,0.8757274737875906,0.7071182277629258,1.5499574071486468,1.1809232372747571,1.256664082588512,1.3059462324847,1.1988249704299734,0.5173516202315084,yes,own,2,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,1,'<100'
197,198,32,200,1,1036,'critical/other existing credit',9,10,2,0.6121442041789663,0.5481225450321962,0.671833025609793,1.1743163833703276,1.61017469877465,1.334953612450653,1.168927573228006,1.2531149831865676,0.9662374256664076,0.5900928946023596,yes,'for free',4,skilled,2,none,none,none,'male single','no known property',education,3,'>=1000'
1633,1634,40,0,1,630,'existing paid',12,4,1,0.6131666043845032,0.6998730993775908,0.5951442110449752,1.2841638064328071,0.7718925198759319,1.0470297024710151,1.4938446402070271,0.948263872580166,1.1542874484364352,0.5948631903714184,yes,rent,4,'unskilled resident',2,none,none,none,'male single',car,education,4,'<100'
883,884,26,-1,1,4247,'delayed previously',36,4,2,0.3689448760143247,0.740848855602493,1.076799014415082,0.9881226411340664,0.9326317858649698,1.2656304040931552,0.6015233783804046,1.183843669382436,1.4044347041565175,0.3946404685550979,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,radio/tv,2,'<100'
279,280,26,0,0,4299,'existing paid',21,7,1,0.5442698067718629,0.6774434276678485,0.4868525504994102,0.3356336804762545,0.9318962786504909,0.6561924415045935,1.2059204514456363,0.5732247430555155,1.017841280038316,0.539651153170079,yes,rent,1,'unskilled resident',1,none,none,none,'female div/dep/mar',car,furniture/equipment,4,'<100'
293,294,28,-1,0,1356,'existing paid',24,7,1,0.4125639984314004,0.5687056222072339,1.1094420883870784,1.3550697526248106,1.0321393133184356,1.4490917369650695,0.8336711474382328,0.7752964556786303,0.7421933142624894,0.6542212753699991,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,1,'500<=X<1000'
1823,1824,63,400,0,1014,'critical/other existing credit',10,10,2,0.3831954901687496,0.6505317911175527,1.3392876209737885,0.679521054712399,0.913712384088744,1.277536971535091,0.973066917126468,1.366466065117264,1.0953184199811403,0.5233580390633327,yes,'for free',4,skilled,1,none,none,yes,'male single','no known property','new car',4,'<100'
